"","root","type","kingdom","superkingdom","superphylum","phylum","class","order","family","genus","species"
"ASV9414","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Latescibacterota","Latescibacterota_unclassified","Latescibacterota_unclassified","Latescibacterota_unclassified","Latescibacterota_unclassified","Latescibacterota_unclassified"
"ASV9415","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporiaceae_unclassified","Kineosporiaceae_unclassified"
"ASV9418","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","Halieaceae_unclassified","Halieaceae_unclassified"
"ASV9419","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillales_unclassified","Puniceispirillales_unclassified","Puniceispirillales_unclassified"
"ASV9420","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichales_unclassified","Microtrichales_unclassified","Microtrichales_unclassified"
"ASV9422","root","Main genome","Archaea","Archaea (superkingdom)","DPANN","Nanoarchaeota","Nanoarchaeia","Nanoarchaeia_unclassified","Nanoarchaeia_unclassified","Nanoarchaeia_unclassified","Nanoarchaeia_unclassified"
"ASV9423","root","Main genome","Bacteria","Bacteria (superkingdom)","Acidobacteria superphylum","Acidobacteriota","Vicinamibacteria","Vicinamibacterales (Acidobacteria group 6)","Vicinamibacterales (Acidobacteria group 6)_unclassified","Vicinamibacterales (Acidobacteria group 6)_unclassified","Vicinamibacterales (Acidobacteria group 6)_unclassified"
"ASV9426","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","Lewinella_unclassified"
"ASV9427","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Saprospiraceae_unclassified","Saprospiraceae_unclassified"
"ASV9428","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagales_unclassified","Chitinophagales_unclassified","Chitinophagales_unclassified"
"ASV9429","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","Micavibrionaceae_unclassified","Micavibrionaceae_unclassified"
"ASV9431","root","Main genome","Bacteria","Bacteria (superkingdom)","Bacteria (superkingdom)_unclassified","Bacteria (superkingdom)_unclassified","Bacteria (superkingdom)_unclassified","Bacteria (superkingdom)_unclassified","Bacteria (superkingdom)_unclassified","Bacteria (superkingdom)_unclassified","Bacteria (superkingdom)_unclassified"
"ASV9432","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionales_unclassified","Micavibrionales_unclassified","Micavibrionales_unclassified"
"ASV9433","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionales_unclassified","Micavibrionales_unclassified","Micavibrionales_unclassified"
"ASV9434","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocapsaceae_unclassified","Desulfocapsaceae_unclassified"
"ASV9436","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Cloacimonadota","Cloacimonadia","Cloacimonadales","Cloacimonadales_unclassified","Cloacimonadales_unclassified","Cloacimonadales_unclassified"
"ASV9439","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","Sva0081 sediment group_unclassified"
"ASV9442","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Rubinisphaeraceae_unclassified","Rubinisphaeraceae_unclassified"
"ASV9444","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Parcubacteria","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified"
"ASV9445","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","Tenacibaculum_unclassified"
"ASV9446","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Verrucomicrobiota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae","R76-B128","R76-B128_unclassified"
"ASV9447","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44","IS-44_unclassified"
"ASV9449","root","Main genome","Bacteria","Bacteria (superkingdom)","Acidobacteria superphylum","Acidobacteriota","Acidobacteria group 22","Acidobacteria group 22_unclassified","Acidobacteria group 22_unclassified","Acidobacteria group 22_unclassified","Acidobacteria group 22_unclassified"
"ASV9451","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Anaerolineae","Ardenticatenales","Ardenticatenales_unclassified","Ardenticatenales_unclassified","Ardenticatenales_unclassified"
"ASV9452","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae","Thiomicrospiraceae_unclassified","Thiomicrospiraceae_unclassified"
"ASV9453","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfosarcinaceae_unclassified","Desulfosarcinaceae_unclassified"
"ASV9455","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","JdFR-76","JdFR-76_unclassified"
"ASV9456","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_unclassified"
"ASV9459","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionales_unclassified","Bdellovibrionales_unclassified","Bdellovibrionales_unclassified"
"ASV9460","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Myxococcota","Polyangia","Nannocystales","Nannocystales_unclassified","Nannocystales_unclassified","Nannocystales_unclassified"
"ASV9461","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified"
"ASV9462","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified","Rhizobiales_unclassified"
"ASV9464","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas_unclassified"
"ASV9466","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified"
"ASV9473","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031_unclassified","SBR1031_unclassified","SBR1031_unclassified"
"ASV9474","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Planctomycetota","OM190","OM190_unclassified","OM190_unclassified","OM190_unclassified","OM190_unclassified"
"ASV9475","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Saprospiraceae_unclassified","Saprospiraceae_unclassified"
"ASV9476","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Myxococcota","Polyangia","VHS-B3-70","VHS-B3-70_unclassified","VHS-B3-70_unclassified","VHS-B3-70_unclassified"
"ASV9478","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Gemmatimonadota","BD2-11 terrestrial group","BD2-11 terrestrial group_unclassified","BD2-11 terrestrial group_unclassified","BD2-11 terrestrial group_unclassified","BD2-11 terrestrial group_unclassified"
"ASV9482","root","Main genome","Bacteria","Bacteria (superkingdom)","Acidobacteria superphylum","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","Subgroup 10_unclassified"
"ASV9484","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","SAR324 clade(Marine group B)","SAR324 clade(Marine group B)_unclassified","SAR324 clade(Marine group B)_unclassified","SAR324 clade(Marine group B)_unclassified","SAR324 clade(Marine group B)_unclassified","SAR324 clade(Marine group B)_unclassified"
"ASV9485","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified"
"ASV9486","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionales_unclassified","Bdellovibrionales_unclassified","Bdellovibrionales_unclassified"
"ASV9491","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","Erythrobacter_unclassified"
"ASV9493","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","Woeseia_unclassified"
"ASV9494","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospirales_unclassified","Lachnospirales_unclassified","Lachnospirales_unclassified"
"ASV9495","root","Main genome","Archaea","Archaea (superkingdom)","Euryarchaea sensu lato superphylum","Thermoplasmatota","Thermoplasmata","Marine Benthic Group D and DHVEG-1","Marine Benthic Group D and DHVEG-1_unclassified","Marine Benthic Group D and DHVEG-1_unclassified","Marine Benthic Group D and DHVEG-1_unclassified"
"ASV9498","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5_unclassified","SB-5_unclassified"
"ASV9501","root","Main genome","Bacteria","Bacteria (superkingdom)","Acidobacteria superphylum","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 23","Subgroup 23_unclassified"
"ASV9502","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified","Pirellulaceae_unclassified"
"ASV9506","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"ASV9507","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","PLTA13","PLTA13_unclassified","PLTA13_unclassified","PLTA13_unclassified"
"ASV9508","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group","NS9 marine group_unclassified","NS9 marine group_unclassified"
"ASV9519","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","OM60(NOR5) clade","OM60(NOR5) clade_unclassified"
"ASV9520","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","NS10 marine group","NS10 marine group_unclassified"
"ASV9521","root","Main genome","Bacteria","Bacteria (superkingdom)","WPS-2","WPS-2_unclassified","WPS-2_unclassified","WPS-2_unclassified","WPS-2_unclassified","WPS-2_unclassified","WPS-2_unclassified"
"ASV9522","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudahrensia","Pseudahrensia_unclassified"
"ASV9523","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified"
"ASV9525","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Fibrobacterota","Fibrobacteria","Fibrobacterales","TG3","TG3_unclassified","TG3_unclassified"
"ASV9528","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfolunaceae","Desulfolunaceae_unclassified","Desulfolunaceae_unclassified"
"ASV9529","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031_unclassified","SBR1031_unclassified","SBR1031_unclassified"
"ASV9530","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Anaerolineae","KZNMV-5-B42","KZNMV-5-B42_unclassified","KZNMV-5-B42_unclassified","KZNMV-5-B42_unclassified"
"ASV9531","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Anaerolineae","Anaerolineae_unclassified","Anaerolineae_unclassified","Anaerolineae_unclassified","Anaerolineae_unclassified"
"ASV9532","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Gracilibacteria phylum incertae sedis","Gracilibacteria","Absconditabacteriales (SR1)","Absconditabacteriales (SR1)_unclassified","Absconditabacteriales (SR1)_unclassified","Absconditabacteriales (SR1)_unclassified"
"ASV9533","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","Pirellula_unclassified"
"ASV9534","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiales_unclassified","Verrucomicrobiales_unclassified","Verrucomicrobiales_unclassified"
"ASV9535","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexales_unclassified","Oligoflexales_unclassified","Oligoflexales_unclassified"
"ASV9536","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Rhodocyclaceae_unclassified","Rhodocyclaceae_unclassified"
"ASV9537","root","Main genome","Bacteria","Bacteria (superkingdom)","Acidobacteria superphylum","Acidobacteriota","Acidobacteria group 22","Acidobacteria group 22_unclassified","Acidobacteria group 22_unclassified","Acidobacteria group 22_unclassified","Acidobacteria group 22_unclassified"
"ASV9538","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Anaerolineae","MSB-5B2","MSB-5B2_unclassified","MSB-5B2_unclassified","MSB-5B2_unclassified"
"ASV9540","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Pelolinea","Pelolinea_unclassified"
"ASV9541","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","SAR324 clade(Marine group B)","SAR324 clade(Marine group B)_unclassified","SAR324 clade(Marine group B)_unclassified","SAR324 clade(Marine group B)_unclassified","SAR324 clade(Marine group B)_unclassified","SAR324 clade(Marine group B)_unclassified"
